artist_name,album_name,song_name,song_genre
J Alvarez;Sak Luke;DJ Valdi,Caribe Mix Reggaeton,Loka Loka,reggaeton
"Tito ""El Bambino"";Randy",Halloween 2022 Perreo Vol. 3,Siente El Boom,reggaeton
"Tito ""El Bambino"";Randy",Reggeaton Imperdible,Siente El Boom,reggaeton
J Alvarez;Sak Luke;DJ Valdi,Canciones de Regueton,Loka Loka,reggaeton
"Tito ""El Bambino"";Randy",Halloween con perreito,Siente El Boom,reggaeton
"Tito ""El Bambino"";Beenie Man;Ines",Halloween con perreito,Flow Natural,reggaeton
"Tito ""El Bambino"";Randy",Última Misión Reggaeton,Siente El Boom,reggaeton
KAROL G;Nicki Minaj,Tusa,Tusa,reggaeton
CNCO;Little Mix,CNCO,Reggaetón Lento (Remix),reggaeton
Ozuna;Doja Cat;Sia,Enoc,Del Mar,reggaeton
J Balvin;Willy William;Beyoncé,Mi Gente (feat. Beyoncé),Mi Gente (feat. Beyoncé),reggaeton
Bad Bunny;Jhayco,Un Verano Sin Ti,Tarot,reggaeton
Daddy Yankee;Katy Perry;Snow,Con Calma (Remix),Con Calma - Remix,reggaeton
Camilo;Shawn Mendes,KESI (Remix),KESI - Remix,reggaeton
Farruko,Viaje,Viaje,reggaeton
Ozuna;Pedro Capó,OzuTochi,Mar Chiquita,reggaeton
Ozuna,OzuTochi,Favorita,reggaeton
Ozuna,OzuTochi,Mañana,reggaeton
Luar La L,L3tra,Caile,reggaeton
Ozuna;Danny Ocean,OzuTochi,4:22,reggaeton
Ozuna;El Cherry Scom,OzuTochi,Perreo y Dembow,reggaeton
Ozuna;Nesi,OzuTochi,La Suzi,reggaeton
Ozuna;Chencho Corleone;Arcangel;J Balvin;Randy,OzuTochi,El Cel,reggaeton
Ozuna,OzuTochi,Te Pienso,reggaeton
Ozuna;TINI,OzuTochi,Un Reel,reggaeton
Ozuna,OzuTochi,Kotodama,reggaeton
Ozuna;Feid,OzuTochi,Hey Mor,reggaeton
Ozuna,OzuTochi,Días y Meses,reggaeton
Ozuna,OzuTochi,La Copa,reggaeton
Ozuna,OzuTochi,Vida,reggaeton
Fuego,Fiesta Reggaeton 2010s,Loco Por Llegar,reggaeton
Fuego;Greeicy,Fiesta Reggaeton 2010s,Bien Fancy,reggaeton
Kenia OS,Canciones Pa Mi Ex Vol.1,Tenía Que Llegar,reggaeton
Totoy El Frio;Beéle,Frescura y Perreo,Adivina,reggaeton
Totoy El Frio;Beéle,Perreo en Halloween,Adivina,reggaeton
Lalo Ebratt;Trapical,Frescura y Perreo,Mocca,reggaeton
Juan Magán;Mala Rodríguez,Perreo Tenebroso Vol. 3,Usted,reggaeton
Totoy El Frio;Kevin Roldan,Verano en Junio,Quillami,reggaeton
Juan Magán;Paulina Rubio;DCS,Queda poco para la PAES 2.0,Vuelve,reggaeton
Juan Magán;Mariah Angeliq;Yera,Hora del taco sin auto,Amigos,reggaeton
Juan Magán;Maffio,Perreo Tenebroso Vol. 2,Tentándome,reggaeton
Kevin Martes 13,Inmortal,Jarabe - Remastered,reggaeton
Lalo Ebratt;Trapical,Frescura y Perreo,Boomerang,reggaeton
Lalo Ebratt;J Balvin;Trapical,Halloween 2022 Perreo Vol. 1,Mocca - Remix,reggaeton
Lalo Ebratt;Trapical,Fiesta portatil,Boomerang,reggaeton
Totoy El Frio;Beéle,Halloween con perreito,Adivina,reggaeton
Lalo Ebratt;Juanes;Skinny Happy;Yera;Trapical,Halloween 2022 Perreo Vol. 4,Todo Bien,reggaeton
Juan Magán;Maffio,Halloween 2022 Pop Vol. 1,Tentándome,reggaeton
Juan Magán;Luciana;Joey Montana;Jaume Berenguer,Perreo Tenebroso Vol. 2,Baila Conmigo - Remix,reggaeton
Lalo Ebratt;Trapical,Hora del taco sin auto,Boomerang,reggaeton
Juan Magán;Belinda;Lapiz Conciente,Halloween 2022 Pop Vol. 4,Si No Te Quisiera,reggaeton
Juan Magán;Belinda;Lapiz Conciente,Para entrar en calor,Si No Te Quisiera,reggaeton
Juan Magán;Belinda;Lapiz Conciente,Carrete con besties,Si No Te Quisiera,reggaeton
Lalo Ebratt;Sebastian Yatra;Yera;Trapical Minds,Queda poco para la PAES 2.0,Déjate Querer,reggaeton
Lalo Ebratt;Sebastian Yatra;Yera;Trapical Minds,Perreo Tenebroso Vol. 5,Déjate Querer,reggaeton
Lalo Ebratt;Sebastian Yatra;Yera;Trapical Minds,Halloween 2022 Perreo Vol. 4,Déjate Querer,reggaeton
Lalo Ebratt;Sebastian Yatra;Yera;Trapical Minds,Fiesta Reggaeton 2010s,Déjate Querer,reggaeton
J Balvin;Bad Bunny,OASIS,LA CANCIÓN,reggaeton
J Balvin;Dua Lipa;Bad Bunny;Tainy,UN DIA (ONE DAY) (Feat. Tainy),UN DIA (ONE DAY) (Feat. Tainy),reggaeton
Bad Bunny;Jhayco,DÁKITI,DÁKITI,reggaeton
Anuel AA;Daddy Yankee;KAROL G;J Balvin;Ozuna,China,China,reggaeton
Bad Bunny;Rauw Alejandro,Un Verano Sin Ti,Party,reggaeton
Bad Bunny;Jhay Cortez,EL ÚLTIMO TOUR DEL MUNDO,DÁKITI,reggaeton
Camilo;Pedro Capó,Tutu,Tutu,reggaeton
Natti Natasha;Becky G,Ram Pam Pam,Ram Pam Pam,reggaeton
KAROL G;Maldy,GATÚBELA,GATÚBELA,reggaeton
J Balvin;Ed Sheeran,Sigue/Forever My Love,Sigue,reggaeton
KAROL G;Nicki Minaj,KG0516,Tusa,reggaeton
Farruko,La 167,Pepas,reggaeton
Daddy Yankee,Prestige,Limbo,reggaeton
Ozuna,OzuTochi,Cielos Rosado,reggaeton
Ozuna,OzuTochi,Te Marchaste,reggaeton
Nicky Jam;Enrique Iglesias,Fénix,El Perdón (with Enrique Iglesias),reggaeton
Ozuna;Tokischa;Louchie Lou;Michie One,OzuTochi,Somos Iguales,reggaeton
Migue Flow;El Cherry Scom,Pa Miami,Pa Miami,reggaeton
KEVVO;J Balvin,Perreo Tenebroso Vol. 4,Billetes Azules,reggaeton
Angel Y Khriz,Queda poco para la PAES 2.0,Ayer La Vi,reggaeton
R.K.M & Ken-Y,Queda poco para la PAES 2.0,Te Regalo Amores,reggaeton
"Angel Y Khriz;Gocho ""El Lápiz De Platino"";John Eric",Halloween 2022 Perreo Vol. 3,Na De Na,reggaeton
Joey Montana,Queda poco para la PAES 2.0,Picky,reggaeton
Nacho;Nicky Jam,Perreo Tenebroso Vol. 2,Mona Lisa,reggaeton
Nacho;Ozuna,Queda poco para la PAES 2.0,Casualidad,reggaeton
Nacho;Manuel Turizo,Perreo Tenebroso Vol. 2,Déjalo,reggaeton
Adassa,Tropical Vibes,Llego el bailador,reggaeton
"Angel Y Khriz;Gocho ""El Lápiz De Platino"";John Eric",Halloween con perreito,Na De Na,reggaeton
Nacho;Yandel;Bad Bunny;Mambo Kingz;DJ Luian,Perreo Tenebroso Vol. 3,Báilame - Remix,reggaeton
"Héctor ""El Father""",Perreo Tenebroso Vol. 1,Voy Subiendo,reggaeton
Nacho;Wisin;Noriel,Perreo Tenebroso Vol. 3,No Te Vas - Remix,reggaeton
Ñejo & Dalmata,Perreo en Halloween,Hoy Me Atrevo,reggaeton
Nacho;Jeeiph,Fiesta Reggaeton 2010s,Parece Modelo,reggaeton
Nacho;Yandel;Zion;Justin Quiles;Elkeretumba,pov: it's 2021,La Buena - Remix,reggaeton
Nacho;Yandel;Zion;Justin Quiles;Elkeretumba,Verano en Junio,La Buena - Remix,reggaeton
Nacho;Nicky Jam,Halloween 2022 Perreo Vol. 1,Mona Lisa,reggaeton
Joey Montana;Danna Paola;NASRI,Halloween 2022 Perreo Vol. 4,Everything,reggaeton
Ñejo & Dalmata,Halloween 2022 Perreo Vol. 4,Sexo En La Playa,reggaeton
Alexis y Fido;Justin Quiles,Hora del taco sin auto,Mala Suerte,reggaeton
Nacho;Noriel,Halloween 2022 Perreo Vol. 3,Emborráchate,reggaeton
Ñejo & Dalmata,Perreo en Halloween,Pasarela,reggaeton
Nacho;Nicky Jam,Hora del taco sin auto,Mona Lisa,reggaeton
Nacho;Los Mendoza,Para entrar en calor,Happy Happy,reggaeton
Nacho;Yandel;Bad Bunny;Mambo Kingz;DJ Luian,Reggeaton Imperdible,Báilame - Remix,reggaeton
Alexis y Fido;Yandel,Noche de Halloween Latino,Te Reto,reggaeton
Ñejo & Dalmata,Perreo Tenebroso Vol. 2,Pasarela,reggaeton
Ñejo & Dalmata,Reggeaton Imperdible,Pasarela,reggaeton
Joey Montana;Sebastian Yatra,Halloween con perreito,Suena El Dembow,reggaeton
Joey Montana;Sebastian Yatra,Regageton Para Niños,Suena El Dembow,reggaeton
Ñejo & Dalmata,Halloween con perreito,Hoy Me Atrevo,reggaeton
Bad Bunny;ROSALÍA,EL ÚLTIMO TOUR DEL MUNDO,LA NOCHE DE ANOCHE,reggaeton
Bad Bunny,Yonaguni,Yonaguni,reggaeton
Alvaro Diaz;Rauw Alejandro,Problemón,Problemón,reggaeton
Becky G;Natti Natasha,Sin Pijama,Sin Pijama,reggaeton
Becky G;KAROL G,MAMIII,MAMIII,reggaeton
Sebastian Yatra;Daddy Yankee;Natti Natasha;Jonas Brothers,Runaway,Runaway,reggaeton
CNCO;Meghan Trainor;Sean Paul,Hey DJ (Remix),Hey DJ - Remix,reggaeton
Maluma,PAPI JUANCHO,Hawái,reggaeton
Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,La Llevo Al Cielo (Ft. Ñengo Flow),La Llevo Al Cielo (Ft. Ñengo Flow),reggaeton
Daddy Yankee;Pitbull,LEGENDADDY,HOT,reggaeton
Revol;J Balvin;Bad Bunny;Arcangel;De La Ghetto,Halloween 2022 Perreo Vol. 4,Dime,reggaeton
Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,Feliz Cumpleaños Ferxxo,reggaeton
Maluma,Junio,Junio,reggaeton
Jerry Di,Reggaeton Mix Perreito,El Diablo,reggaeton
Kail BRL;Tobal Mj,Mercedes,Mercedes,reggaeton
Malito Malozo;Divino;Bayriton,Mac,Mac,reggaeton
"Gotay ""El Autentiko"";Ele A El Dominio",Perreo Tenebroso Vol. 4,Yo Me La Robé,reggaeton
Tony Dize;Plan B;Don Omar,Perreo De Halloween Vol. 2,Solos - Remix,reggaeton
Don Omar,Guayar Pegao,Dile,reggaeton
Cauty;Hozwal,Frescura y Perreo,NO COGEMOS ESA,reggaeton
King Savagge,Discotete,Discotete,reggaeton
Joey Montana;Lalo Ebratt,Perreo Tenebroso Vol. 3,No Te Va,reggaeton
"Gotay ""El Autentiko"";Ozuna;Wisin",Perreo Tenebroso Vol. 4,Más De Ti,reggaeton
Joey Montana,Queda poco para la PAES 2.0,La Melodía,reggaeton
Kenia OS,Por Siempre,Por Siempre,reggaeton
Luny Tunes;Don Omar;Sharlene;Maluma,Queda poco para la PAES 2.0,La Fila,reggaeton
Hector & Tito,Halloween 2022 Perreo Vol. 4,Felina,reggaeton
Joey Montana;Sebastian Yatra,Perreo en Halloween,Suena El Dembow,reggaeton
Adan La Amenaza;Nickoog Clk,Que Nadie Se Entere,Que Nadie Se Entere,reggaeton
Hector & Tito;Víctor Manuelle,Halloween 2022 Perreo Vol. 1,Ay Amor - Reggaeton,reggaeton
Joey Montana;Mike Bahía,tardes tranqui,Se Siente Bien,reggaeton
Joey Montana;Lalo Ebratt,Hora del taco sin auto,No Te Va,reggaeton
Jerry Di;Zion & Lennox;Lyanno;Noriel;Luis Alberto Ambrosio Cuque;Pablo C Fuentes;Wilmo Belisario,Fiesta Reggaeton 2010s,Verano En París - Remix,reggaeton
"Franco ""El Gorilla""",Perreo Tenebroso Vol. 5,Psiquiatrica Loca,reggaeton
Luny Tunes;Daddy Yankee;Don Omar;Wisin & Yandel,Halloween 2022 Perreo Vol. 5,Mayor Que Yo 3,reggaeton
Joey Montana;De La Ghetto,Del gusto de hermanos,Moribundo,reggaeton
Jairo Vera,Pa K Te Enamore,Me Llamas,reggaeton
Joey Montana;Lalo Ebratt,Fiesta Reggaeton 2010s,No Te Va,reggaeton
Joey Montana;Sebastian Yatra,Perreo Tenebroso Vol. 2,Suena El Dembow,reggaeton
Marcianeke,Ponte Pa Mí,Ponte Pa Mí,reggaeton
Luny Tunes;Don Omar;Sharlene;Maluma,Carrete con besties,La Fila,reggaeton
Jairo Vera;Bayriton;Ignacio Green Clown;Paolo Ronaldo,Quieres Volver,Quieres Volver,reggaeton
Kevin Martes 13;Pablo Chill-E,Perco Con Mari,Perco Con Mari,reggaeton
Hector & Tito,Halloween 2022 Perreo Vol. 3,Sientan El Ran Tan Tan,reggaeton
Flex;Mr. Saik,Perreo de Ayer,Dime Si Te Vas Con Él,reggaeton
Joey Montana;Sebastian Yatra,Halloween 2022 Perreo Vol. 4,Suena El Dembow,reggaeton
Joey Montana;Sebastian Yatra,Frescura y Perreo,Suena El Dembow,reggaeton
Joey Montana;Sebastian Yatra,Reggeaton Imperdible,Suena El Dembow,reggaeton
Jairo Vera,12:30,12:30,reggaeton
Simon la Letra,Por Amor Nunca Se Ruega,Por Amor Nunca Se Ruega,reggaeton
Tainy;Bad Bunny;Julieta Venegas,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),reggaeton
Nio Garcia;Casper Magico;Bad Bunny;Darell;Ozuna;Nicky Jam,Te Boté (Remix),Te Boté - Remix,reggaeton
J Balvin;Maria Becerra,Qué Más Pues?,Qué Más Pues?,reggaeton
Wisin & Yandel;ROSALÍA,La Última Misión,Besos Moja2,reggaeton
Nicky Jam;J Balvin;Maluma;Ozuna,X (feat. Maluma & Ozuna) [Remix],X (feat. Maluma & Ozuna) - Remix,reggaeton
Rvssian;Anuel AA;Juice WRLD,No Me Ame,No Me Ame,reggaeton
Wisin & Yandel;Chris Brown;T-Pain,Líderes,Algo Me Gusta De Ti,reggaeton
Becky G;Bad Bunny,MALA SANTA,Mayores,reggaeton
Justin Quiles;Robin Schulz,AEIOU,AEIOU,reggaeton
CNCO,Primera Cita,Reggaetón Lento (Bailemos),reggaeton
Natti Natasha;Ozuna,Criminal,Criminal,reggaeton
Daddy Yankee;Natti Natasha;Becky G;Bad Bunny,Dura (Remix),Dura - Remix,reggaeton
Becky G;Burna Boy,Rotate,Rotate,reggaeton
Don Omar;Tego Calderón,The Fast And The Furious: Tokyo Drift (Original Motion Picture Soundtrack),Bandoleros,reggaeton
J Balvin;Pitbull;Camila Cabello,Hey Ma (with J Balvin & Pitbull feat. Camila Cabello),Hey Ma (with J Balvin & Pitbull feat. Camila Cabello),reggaeton
J Balvin,Energía,Ginza,reggaeton
J Balvin;Dua Lipa;Bad Bunny;Tainy,Future Nostalgia (The Moonlight Edition),Un Día (One Day),reggaeton
J Balvin;Willy William;HUGEL,Mi Gente (Hugel Remix),Mi Gente - Hugel Remix,reggaeton
Daddy Yankee,LEGENDADDY,RUMBATÓN,reggaeton
Becky G,Bella Ciao,Bella Ciao,reggaeton
Daddy Yankee;El Alfa;Lil Jon,LEGENDADDY,BOMBÓN,reggaeton
Feid,Feliz Cumpleaños Ferxxo,Feliz Cumpleaños Ferxxo,reggaeton
Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,Prohibidox,reggaeton
Becky G;Natti Natasha,MALA SANTA,Sin Pijama,reggaeton
Bad Bunny;Tony Dize,Un Verano Sin Ti,La Corriente,reggaeton
Becky G;KAROL G,ESQUEMAS,MAMIII,reggaeton
Myke Towers,Luces De Neón,Luces De Neón,reggaeton
Dvice;La Fortaleza Real;Lyan;Jehza,Gelato,Gelato,reggaeton
DJ Nelson;Jose De Las Heras;Alejandro Armes;Babywine;Alberto Stylee,PAPI (feat. Babywine & Alberto Stylee),PAPI (feat. Babywine & Alberto Stylee),reggaeton
Jerry Di,Noche de Halloween Latino,El Diablo,reggaeton
Malito Malozo;Marcianeke;Tommy Boysen,No Pare,No Pare,reggaeton
Ñejo,Yo Soy la Fama,No Lo Pienses Mas,reggaeton
Jehza;Galindo Again;Dvice;Joniel,Romperte,Romperte,reggaeton
Dvice,Necesito de Ti,Necesito de Ti,reggaeton
Natan & Shander;Feid;Ryan Castro;Totoy El Frio,Esto me suena a Farra,VIP Feat. Totoy El Frio,reggaeton
Kail BRL;Benji La Maldita Escritura De Oro,Alta Gama,Alta Gama,reggaeton
Natan & Shander;Feid;Ryan Castro;Totoy El Frio,Noche de Halloween Latino,VIP Feat. Totoy El Frio,reggaeton
Kenia OS,En Vivo (Acústico),Sirena (Versión Acústica),reggaeton
Jerry Di;Zion & Lennox;Lyanno;Noriel;Luis Alberto Ambrosio Cuque;Pablo C Fuentes;Wilmo Belisario,Homecoming Latin Party,Verano En París - Remix,reggaeton
Farina,Halloween 2022 Perreo Vol. 4,Mucho Pa Ti,reggaeton
Farina,Perreo Tenebroso Vol. 1,El Problema,reggaeton
Bayron Fire,Mi Necesidad,Mi Necesidad,reggaeton
Dvice;El Sica,Patenta,Patenta,reggaeton
Yera;Morat,Fiesta Reggaeton 2010s,Mejores Amigos,reggaeton
Yera;Trapical,Fiesta Reggaeton 2010s,Sabrosa,reggaeton
Yera;Mau y Ricky,Fiesta Reggaeton 2010s,Cosas Ricas,reggaeton
Yiordano Ignacio,El Nene Con el Flow,Berraqueo,reggaeton
Jairo Vera,Pa K Te Enamore,Se Trepa,reggaeton
Kevin Martes 13,Inmortal,Soñando - Remastered,reggaeton
Golpe a Golpe,El Bien y el Mal,La Chinita de los Ojos Cafés,reggaeton
Jhayco;J Balvin;Bad Bunny,Famouz,No Me Conoce - Remix,reggaeton
J Balvin;Khalid,Otra Noche Sin Ti,Otra Noche Sin Ti,reggaeton
Farruko;David Guetta,Pepas (David Guetta Remix - Radio Edit),Pepas - David Guetta Remix - Radio Edit,reggaeton
Sech;Daddy Yankee;J Balvin;ROSALÍA;Farruko,Relación (Remix),Relación - Remix,reggaeton
J Balvin;Bad Bunny,OASIS,QUE PRETENDES,reggaeton
Bad Bunny;Daddy Yankee,YHLQMDLG,La Santa,reggaeton
Ozuna;Daddy Yankee;J Balvin;Farruko;Anuel AA,"Baila Baila Baila (Remix) [feat. Farruko, Anuel Aa]",Baila Baila Baila - Remix,reggaeton
KAROL G,BICHOTA,BICHOTA,reggaeton
Ozuna;GIMS;RedOne;FIFA Sound,Arhbo [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Arhbo [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],reggaeton
Maluma,F.A.M.E.,Felices los 4,reggaeton
Nicky Jam;Enrique Iglesias,Fénix,El Perdón - Forgiveness,reggaeton
Becky G,Can't Stop Dancin',Can't Stop Dancin',reggaeton
Maluma;Nego do Borel,F.A.M.E.,Corazón (feat. Nego do Borel),reggaeton
Farruko;Tiësto,Pepas (Tiësto Remix),Pepas - Tiësto Remix,reggaeton
Feid,Normal,Normal,reggaeton
Daddy Yankee;Bad Bunny,LEGENDADDY,X ÚLTIMA VEZ,reggaeton
J Balvin;Maria Becerra,JOSE,Qué Más Pues?,reggaeton
Becky G;Daviles de Novelda,AMANTES,AMANTES,reggaeton
Daddy Yankee,Shaky Shaky,Shaky Shaky,reggaeton
Anuel AA;Daddy Yankee;KAROL G;Ozuna;J Balvin,Emmanuel,China,reggaeton
Feid,Si Te La Encuentras Por Ahí,Si Te La Encuentras Por Ahí,reggaeton
Piso 21;Manuel Turizo,Los Cachos,Los Cachos,reggaeton
Maluma,Sobrio,Sobrio,reggaeton
Natti Natasha;Daddy Yankee;Wisin & Yandel,Mayor Que Usted,Mayor Que Usted,reggaeton
Dayme y El High;Cazzu;Aleman;Lito Kirino,Lo Tengo,Lo Tengo,reggaeton
Daddy Yankee,Que Tire Pa Lante,Que Tire Pa Lante,reggaeton
Daddy Yankee,Barrio Fino En Directo,Rompe,reggaeton
Balbi El Chamako;ITHAN NY;Galee Galee;Simon la Letra,La Vida Es Bela,Llegamos a la Disco,reggaeton
Daddy Yankee,PROBLEMA,PROBLEMA,reggaeton
Endo y Lele,Las Armas Secretas,Contogo Me Fugo,reggaeton
Casa De Leones,Casa De Leones,Ponte Ahi,reggaeton
Dvice,U LA LA,U LA LA,reggaeton
Alex Sensation;Justin Quiles,Verano en Junio,Te Veré,reggaeton
Dj Joe,Fatal Fantassy 3,El Phillie,reggaeton
Alex Sensation;Ozuna,Perreo Tenebroso Vol. 5,Que Va,reggaeton
Nigga;Flex,Te Quiero,Me Muero,reggaeton
Alex Sensation;Ozuna,Queda poco para la PAES 2.0,Que Va,reggaeton
Dvice,Vamos Hacerlo,Vamos Hacerlo,reggaeton
Carlitos Junior;Yiordano Ignacio;BlackRoy,Desacatao (Remix),Desacatao (Remix),reggaeton
Yiordano Ignacio;Bayron Fire,Mambo Para Los Presos,Mambo Para Los Presos,reggaeton
Jd Pantoja,Perreo Tenebroso Vol. 5,Hagamos Las Paces,reggaeton
Marcianeke,Pistolas Con Chip,Pistolas Con Chip,reggaeton
Chapa C,100% Reggaeton Cubano,Eres Tu,reggaeton
Jeloz,Ilusión,Por Ti,reggaeton
Alex Sensation;Nicky Jam,Para entrar en calor,La Diabla,reggaeton
Alex Sensation;Myke Towers;Jhayco;Arcangel;De La Ghetto;Darell,Fiesta Reggaeton 2010s,La Calle,reggaeton
Jd Pantoja,Halloween 2022 Perreo Vol. 5,Error,reggaeton
Jd Pantoja,Frescura y Perreo,Santa Paloma,reggaeton
Alejandro González;Pipe Bueno,Le Hace Falta Un Beso (feat. Pipe Bueno) [Versión Ranchera],Le Hace Falta Un Beso (feat. Pipe Bueno) - Versión Ranchera,reggaeton
Germanini;Sergio Acosta;Dj Zetian,3 Días,3 Días,reggaeton
Bad Bunny;Tainy,Callaita,Callaita,reggaeton
Becky G,Lovin' So Hard,Lovin' So Hard,reggaeton
J Balvin;Dua Lipa;Bad Bunny;Tainy,JOSE,UN DIA (ONE DAY),reggaeton
Bad Bunny;The Marías,Un Verano Sin Ti,Otro Atardecer,reggaeton
Bad Bunny;Drake,X 100PRE,MIA,reggaeton
KAROL G;Mariah Angeliq,KG0516,EL MAKINON,reggaeton
El Alfa;Noriel;Trueno,LOS APARATOS,LOS APARATOS,reggaeton
Tainy;J Balvin,The SpongeBob Movie: Sponge On The Run (Original Motion Picture Soundtrack),Agua (with J Balvin),reggaeton
Justin Quiles;Dalex;Konshens,Real,Real,reggaeton
Maluma,11:11,11:00 PM,reggaeton
Maluma,Mala Mía,Mala Mía,reggaeton
Maluma,Hawái,Hawái,reggaeton
El Alfa;Chael Produciendo;CJ;El Cherry Scom,La Mamá de la Mamá,La Mamá de la Mamá,reggaeton
Bad Bunny,YHLQMDLG,Yo Perreo Sola,reggaeton
Nicky Jam,Fénix,With You Tonight (Hasta El Amanecer),reggaeton
Anuel AA;Daddy Yankee;Zion & Lennox;Farruko;Wisin,Sola (Remix),Sola (Remix),reggaeton
Alejo;Feid;ROBI,Pantysito,Pantysito,reggaeton
Daddy Yankee;Anuel AA,Adictiva,Adictiva,reggaeton
Sebastian Yatra,Tacones Rojos,Tacones Rojos,reggaeton
J Balvin,La Familia B Sides,Ay Vamos,reggaeton
Ozuna,Odisea,Se Preparó,reggaeton
Bad Bunny,Un Verano Sin Ti,Un Ratito,reggaeton
Justin Quiles;Chimbala;Zion & Lennox,Loco,Loco,reggaeton
MJ,Tor Monta Sudhu Chai,Tor Monta Sudhu Chai,reggaeton
Rvssian;Lil Mosey;Lil Tjay,Only The Team (with Lil Mosey & Lil Tjay),Only The Team (with Lil Mosey & Lil Tjay),reggaeton
Farruko;Tiësto,Pepas Remix EP,Pepas - Tiësto Remix,reggaeton
Drago200;Ak4:20,INMORTALES,BESOS DE HIELO,reggaeton
Danny Ocean,54+1,Me Rehúso,reggaeton
Camilo;Pedro Capó,Por Primera Vez,Tutu,reggaeton
Abraham Mateo;Ana Mena,Quiero Decirte,Quiero Decirte,reggaeton
J Balvin,Colores,Amarillo,reggaeton
CNCO;Yandel,CNCO,Hey DJ,reggaeton
Sebastian Yatra,Dharma,Tacones Rojos,reggaeton
Kail BRL;ALIENSKILEZ,NEW BLOOD,ARREBATA,reggaeton
Elias Diaz;C-Kan,Dicen por Ahí - Single,Dicen por Ahí,reggaeton
ITHAN NY,Porte,Porte,reggaeton
ITHAN NY;King Savagge;Rich Melody,Molly,Molly,reggaeton
BlackRoy;El Jordan 23;Vicho El Incorregible,Las Chipetia,Las Chipetia,reggaeton
Jamsha;Frankie Boy,El Putipuerko,Oye Mira Nena (Remix) [feat. Frankie Boy],reggaeton
Kevin Roldan,Bofff,Nadie Se Tiene Que Enterar,reggaeton
Natti Natasha;Becky G,NATTIVIDAD,Ram Pam Pam,reggaeton
Simon la Letra;Dayser 23,Por Ti,Por Ti,reggaeton
Anuel AA,Mercedes Tintia,Mercedes Tintia,reggaeton
Yeinomercy;Keishon Trigga;Luxian;S4vage,"Dale Corte (feat. Luxian, Keishon Trigga, & S4vage)","Dale Corte (feat. Luxian, Keishon Trigga, & S4vage)",reggaeton
Jairo Vera,Se Canso,Se Canso,reggaeton
El BAI;Marcianeke;King Savagge;Drakomafia;Victor La Voz,Sonando Flaite (Remix),Sonando Flaite - Remix,reggaeton
Jairo Vera,Otra Vez,Otra Vez,reggaeton
Jairo Vera;Yabel;Bayriton;Alexfeer;Nickboy;mantequilla,Primera Clase,Primera Clase,reggaeton
Kevin Martes 13,Aqui Estamos Redy,Aqui Estamos Redy,reggaeton
Bayron Fire;Alex Sobre A,La Envidia,La Envidia,reggaeton
J Balvin,Reggaeton,Reggaeton,reggaeton
J Balvin;Bad Bunny;Marciano Cantero,OASIS,UN PESO,reggaeton
Anuel AA;Romeo Santos,Ella Quiere Beber (Remix),Ella Quiere Beber - Remix,reggaeton
Jhayco;Anuel AA,Timelezz,Ley Seca,reggaeton
Cosculluela,El Príncipe [Ghost Edition],Prrrum,reggaeton
Feid;Yandel,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,XQ Te Pones Así,reggaeton
De La Ghetto;Rauw Alejandro,Loco Por Perrearte (Remix),Loco Por Perrearte - Remix,reggaeton
Randy;Ape Drums,Romances,23 (With Ape Drums),reggaeton
Ozuna,Nibiru,Baila Baila Baila,reggaeton
Bad Bunny;Ozuna;Farruko;Arcangel;Ñengo Flow;DJ Luian;Mambo Kingz,Diles,Diles,reggaeton
CNCO,Pretend,Pretend,reggaeton
Anuel AA;KAROL G,Secreto,Secreto,reggaeton
Nico Rengifo,Conmigo,Conmigo,reggaeton
Anuel AA;Enrique Iglesias,Emmanuel,Fútbol & Rumba (feat. Enrique Iglesias),reggaeton
Nicky Jam;Daddy Yankee,Muévelo,Muévelo,reggaeton
Anuel AA,Brother,Brother,reggaeton
Jay Wheeler;DJ Nelson;Myke Towers,Platonicos,La Curiosidad,reggaeton
Farruko;David Guetta,Pepas (David Guetta Remix),Pepas - David Guetta Remix,reggaeton
Bad Bunny,Un Verano Sin Ti,Enséñame a Bailar,reggaeton
Ozuna,La Copa,La Copa,reggaeton
El Chombo,A Mover el Culo Con el Chombo,Papi Chulo,reggaeton
